City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,Kids Play Areas,Parking,Area (Sq.Ft.),State,Area Type
Kolkata,Bhowanipore,Residential,27000000.00,Unfurnished,3,3,Connected,0,0,0,1,1980,West Bengal,Built-up Area
Kolkata,Nh 6,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,0,8690,West Bengal,Plot Area
Kolkata,Rajarhat,Residential,10000000.00,Furnished,3,3,"Connected,Room-attached",0,0,0,1,2200,West Bengal,Built-up Area
Kolkata,Kona,Residential,5200000.00,Unfurnished,3,3,Room-attached,1,1,1,1,829,West Bengal,Carpet Area
Kolkata,Jessore Road,Residential,5765000.00,Unfurnished,3,3,Room-attached,1,0,1,1,748,West Bengal,Built-up Area
Kolkata,Bt Road,Residential,5700000.00,Unfurnished,3,3,Connected,1,1,1,1,762,West Bengal,Saleable Area
Kolkata,Rajarhat,Residential,7500000.00,Unfurnished,2,2,Connected,1,1,1,1,850,West Bengal,Saleable Area
Kolkata,Sonarpur,Residential,3825000.00,Unfurnished,2,2,Connected,0,0,1,1,865,West Bengal,Saleable Area
Kolkata,Joka,Residential,4177000.00,Unfurnished,2,2,Connected,0,1,1,1,925,West Bengal,Saleable Area
Kolkata,Em Bypass,Residential,11500000.00,Unfurnished,2,2,Connected,0,1,1,1,1276,West Bengal,Built-up Area
Kolkata,Maheshtala,Residential,6404000.00,Unfurnished,3,3,Room-attached,1,1,1,1,1307,West Bengal,Saleable Area
Kolkata,Em Bypass,Residential,14100000.00,Unfurnished,3,3,Connected,1,1,1,1,1524,West Bengal,Built-up Area
Kolkata,New Town,Residential,25400000.00,Unfurnished,3,2,Connected,0,1,1,1,2366,West Bengal,Saleable Area
Kolkata,Narendrapur,Residential,4200000.00,Unfurnished,2,2,Connected,0,1,1,1,910,West Bengal,Saleable Area
Kolkata,Em Bypass,Residential,26000000.00,Unfurnished,4,4,Room-attached,1,1,1,1,1646,West Bengal,Carpet Area
Kolkata,Madhyamgram,Residential,3693000.00,Unfurnished,2,2,Connected,1,1,1,1,811,West Bengal,Saleable Area
Kolkata,Rajarhat New Town,Residential,6133000.00,Unfurnished,2,2,Connected,1,1,1,1,954,West Bengal,Saleable Area
Kolkata,Barrackpore,Residential,4200000.00,Unfurnished,2,2,Room-attached,1,1,1,1,820,West Bengal,Saleable Area
Kolkata,Em Bypass,Residential,4840000.00,Unfurnished,2,2,Connected,0,1,1,1,880,West Bengal,Built-up Area
Kolkata,Elgin,Residential,110000000.00,Semi-Furnished,4,3,Connected,0,0,0,1,5200,West Bengal,Built-up Area
Kolkata,Narendrapur,Residential,3800000.00,Unfurnished,2,2,Connected,1,1,1,1,925,West Bengal,Built-up Area
Kolkata,Narendrapur,Residential,3670000.00,Unfurnished,3,3,Room-attached,0,1,1,1,987,West Bengal,Saleable Area
Kolkata,Narendrapur,Residential,7600000.00,Semi-Furnished,3,3,Room-attached,0,0,0,1,1360,West Bengal,Saleable Area
Kolkata,Narendrapur,Residential,5000000.00,Furnished,3,3,Connected,0,0,0,1,1100,West Bengal,Carpet Area
Kolkata,Elgin,Residential,3200000.00,Semi-Furnished,1,1,Connected,0,0,0,1,200,West Bengal,Built-up Area
Kolkata,Uttarpara Kotrung,Residential,3808000.00,Unfurnished,2,2,Individual,1,1,1,1,827,West Bengal,Saleable Area
Kolkata,New Town,Residential,16000000.00,Unfurnished,4,4,Room-attached,1,1,1,1,1415,West Bengal,Carpet Area
Kolkata,Rajarhat New Town,Residential,5448000.00,Unfurnished,2,2,Connected,1,1,1,1,908,West Bengal,Saleable Area
Kolkata,Madhyamgram,Residential,5852000.00,Unfurnished,3,3,Connected,1,1,1,1,1094,West Bengal,Saleable Area
Kolkata,Narendrapur,Residential,5500000.00,Semi-Furnished,2,2,Connected,0,0,0,1,1090,West Bengal,Saleable Area
Kolkata,Rajarhat,Residential,6120000.00,Unfurnished,3,3,Connected,0,0,1,1,1160,West Bengal,Saleable Area
Kolkata,New Town Action Area 1,Residential,1500000.00,Unfurnished,1,2,Connected,0,0,0,2,2200,West Bengal,Built-up Area
Kolkata,Kadapara,Residential,15100000.00,Unfurnished,3,3,"Connected,Individual,Room-attached",1,1,1,0,1625,West Bengal,Saleable Area
Kolkata,Em Bypass,Residential,42500000.00,Unfurnished,3,3,Connected,1,1,1,2,2557,West Bengal,Saleable Area
Kolkata,New Town,Residential,17900000.00,Unfurnished,4,4,Room-attached,1,1,1,1,2077,West Bengal,Saleable Area
Kolkata,Malancha Bazar,Residential,3350000.00,Furnished,3,3,Connected,0,0,0,1,969,West Bengal,Saleable Area
Kolkata,Tollygunge,Residential,34100000.00,Unfurnished,5,3,Connected,1,1,1,3,2862,West Bengal,Saleable Area
Kolkata,Ballygunge,Residential,51700000.00,Unfurnished,4,3,Connected,0,1,1,1,2005,West Bengal,Saleable Area
Kolkata,New Town,Residential,6800000.00,Unfurnished,3,2,Room-attached,0,0,0,1,1485,West Bengal,Built-up Area
Kolkata,Malancha Bazar,Residential,1700000.00,Unfurnished,1,1,Connected,0,1,1,1,481,West Bengal,Saleable Area
Kolkata,New Town,Residential,5600000.00,Unfurnished,2,2,Connected,1,1,1,1,930,West Bengal,Built-up Area
Kolkata,New Town,Residential,5686000.00,Unfurnished,3,3,Room-attached,0,0,0,1,777,West Bengal,Built-up Area
Kolkata,Rajarhat New Town,Residential,6000000.00,Unfurnished,3,3,Connected,0,0,0,0,235,West Bengal,Plot Area
Kolkata,Dum Dum,Residential,3828000.00,Unfurnished,2,1,Room-attached,0,0,0,0,1126,West Bengal,Built-up Area
Kolkata,Rajarhat,Residential,5360000.00,Semi-Furnished,2,2,Connected,0,0,0,1,949,West Bengal,Saleable Area
Kolkata,Vip Road,Residential,20000000.00,Furnished,3,3,Connected,0,0,0,4,1750,West Bengal,Built-up Area
Kolkata,New Town,Residential,6800000.00,Unfurnished,2,2,Connected,1,1,1,1,962,West Bengal,Saleable Area
Kolkata,New Town Action Area 1,Residential,16500000.00,Unfurnished,3,2,Connected,1,1,1,2,1717,West Bengal,Saleable Area
Kolkata,Sector ii,Residential,11377717.00,Unfurnished,6,3,Connected,0,0,0,4,6000,West Bengal,Built-up Area
Kolkata,New Town,Commercial,0.00,Furnished,0,0,Connected,0,0,0,1,1215,West Bengal,Built-up Area
Kolkata,Chinar Park,Residential,4300000.00,Unfurnished,2,2,Connected,0,0,0,0,899,West Bengal,Built-up Area
Kolkata,Elgin,Residential,70000000.00,Semi-Furnished,4,3,Connected,0,0,0,1,5100,West Bengal,Built-up Area
Kolkata,Salt Lake Sector V,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,2,1747,West Bengal,Built-up Area
Kolkata,New Town,Residential,9390000.00,Unfurnished,2,2,Connected,1,1,1,1,939,West Bengal,Built-up Area
Kolkata,Phoolbagan,Residential,7501000.00,Semi-Furnished,3,3,Room-attached,0,0,0,1,987,West Bengal,Saleable Area
Kolkata,New Town,Residential,13000000.00,Unfurnished,3,2,Room-attached,1,1,1,1,1240,West Bengal,Saleable Area
Kolkata,Dakshindari,Residential,19800000.00,Unfurnished,4,3,Connected,0,0,0,1,1980,West Bengal,Built-up Area
Kolkata,Joka,Residential,500000.00,Unfurnished,3,3,Connected,0,0,0,0,6480,West Bengal,Plot Area
Kolkata,Em Bypass,Residential,7200000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,896,West Bengal,Built-up Area
Kolkata,Royd Street,Residential,33000000.00,Unfurnished,4,3,Connected,0,0,0,2,2185,West Bengal,Built-up Area
Kolkata,Gt Road,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,0,1300,West Bengal,Plot Area
Kolkata,Ballygunge Place,Residential,77000000.00,Semi-Furnished,4,4,Connected,0,0,0,1,2850,West Bengal,Built-up Area
Kolkata,Nayabad,Residential,2773000.00,Unfurnished,1,1,Individual,0,0,1,1,566,West Bengal,Saleable Area
Kolkata,Topsia,Residential,5500000.00,Unfurnished,2,2,Connected,0,0,0,1,1100,West Bengal,Saleable Area
Kolkata,Topsia,Residential,8400000.00,Unfurnished,3,3,Connected,0,0,0,1,1200,West Bengal,Saleable Area
Kolkata,New Alipore,Residential,20000000.00,Unfurnished,3,3,Room-attached,0,0,1,1,1800,West Bengal,Built-up Area
Kolkata,Chakbaria,Residential,2000000.00,Unfurnished,4,3,Individual,1,1,1,1,2880,West Bengal,Plot Area
Kolkata,New Town,Residential,13500000.00,Unfurnished,3,3,Individual,0,0,0,2,1556,West Bengal,Built-up Area
Kolkata,Madhyamgram,Residential,4048000.00,Unfurnished,2,2,Room-attached,1,1,1,1,956,West Bengal,Saleable Area
Kolkata,Salt Lake Sector V,Residential,6050000.00,Unfurnished,3,2,Room-attached,0,0,0,0,1100,West Bengal,Built-up Area
Kolkata,New Town,Residential,18400000.00,Unfurnished,4,3,Individual,0,0,0,2,2120,West Bengal,Built-up Area
Kolkata,Madhyamgram,Residential,2530000.00,Unfurnished,1,1,Connected,1,1,1,1,578,West Bengal,Saleable Area
Kolkata,Taltala,Residential,37000000.00,Unfurnished,4,2,Connected,0,1,1,1,2315,West Bengal,Built-up Area
Kolkata,Tollygunge,Residential,17000000.00,Furnished,3,3,Connected,0,0,0,1,1459,West Bengal,Saleable Area
Kolkata,Tollygunge,Residential,15600000.00,Unfurnished,4,4,Room-attached,0,1,1,1,1501,West Bengal,Built-up Area
Kolkata,Rajarhat,Residential,6954000.00,Unfurnished,3,3,Room-attached,0,1,0,1,1204,West Bengal,Built-up Area
Kolkata,Chakbaria,Residential,1500000.00,Unfurnished,3,3,Individual,1,1,0,1,2160,West Bengal,Built-up Area
Kolkata,New Town,Residential,6628000.00,Unfurnished,2,2,Connected,1,1,1,1,586,West Bengal,Carpet Area
Kolkata,Barasat,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,4,5800,West Bengal,Saleable Area
Kolkata,Minto Park,Residential,81200000.00,Semi-Furnished,4,3,Connected,0,0,0,1,3350,West Bengal,Built-up Area
Kolkata,Narendrapur,Residential,5574000.00,Unfurnished,3,3,Room-attached,0,1,1,1,1240,West Bengal,Built-up Area
Kolkata,New Town,Commercial,0.00,Furnished,0,0,Individual,0,0,0,2,1350,West Bengal,Built-up Area
Kolkata,Em Bypass,Residential,8443000.00,Unfurnished,3,3,Room-attached,0,0,0,1,953,West Bengal,Built-up Area
Kolkata,Camac Street,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,2,444,West Bengal,Built-up Area
Kolkata,Nager Bazar,Residential,7375000.00,Semi-Furnished,3,2,Individual,0,0,0,1,1280,West Bengal,Saleable Area
Kolkata,Topsia Road,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,0,300,West Bengal,Saleable Area
Kolkata,New Alipore,Residential,28900000.00,Unfurnished,2,2,Connected,0,1,1,1,1850,West Bengal,Built-up Area
Kolkata,Mullick Bazar,Residential,11377717.00,Unfurnished,3,3,"Connected,Individual,Room-attached",0,0,0,0,2900,West Bengal,Saleable Area
Kolkata,New Town Action Area 1,Residential,11000000.00,Unfurnished,4,2,Room-attached,0,0,0,1,1665,West Bengal,Built-up Area
Kolkata,Tollygunge,Residential,5000000.00,Unfurnished,3,3,Room-attached,0,1,1,1,767,West Bengal,Built-up Area
Kolkata,Madhyamgram,Residential,5000000.00,Unfurnished,2,2,Connected,0,0,0,1,860,West Bengal,Built-up Area
Kolkata,Chowringhee,Residential,140000000.00,Unfurnished,4,3,Connected,1,1,1,1,3500,West Bengal,Carpet Area
Kolkata,Kalyani,Residential,2700000.00,Unfurnished,3,3,Connected,0,0,0,0,2161,West Bengal,Plot Area
Kolkata,Rajarhat New Town,Residential,6000000.00,Unfurnished,3,3,Connected,0,0,0,0,285,West Bengal,Plot Area
Kolkata,Behala,Residential,10500000.00,Unfurnished,3,3,Individual,0,0,0,1,1334,West Bengal,Built-up Area
Kolkata,New Town Action Area 1,Residential,12500000.00,Furnished,2,1,Connected,0,0,0,1,1255,West Bengal,Saleable Area
Kolkata,Elgin,Residential,58700000.00,Semi-Furnished,4,4,Connected,0,0,0,1,1734,West Bengal,Built-up Area
Kolkata,Shakespeare Sarani,Residential,120000000.00,Unfurnished,4,3,Connected,0,0,0,1,4800,West Bengal,Built-up Area
Kolkata,New Town,Commercial,0.00,Unfurnished,0,0,Connected,0,0,0,1,445,West Bengal,Built-up Area
Kolkata,Raja Ram Mohan Roy Road,Residential,2200000.00,Unfurnished,2,2,Individual,0,0,0,0,800,West Bengal,Built-up Area
Kolkata,Diamond Harbour Road,Residential,25000000.00,Furnished,3,3,Room-attached,0,0,0,1,1880,West Bengal,Saleable Area
Kolkata,Tollygunge,Residential,13000000.00,Furnished,3,2,Connected,0,0,0,1,1113,West Bengal,Built-up Area
Kolkata,Kankinara,Residential,7500000.00,Unfurnished,2,2,Connected,0,0,0,1,1040,West Bengal,Built-up Area
Kolkata,Kasba,Residential,21500000.00,Unfurnished,3,3,Individual,0,1,0,1,1734,West Bengal,Saleable Area
Kolkata,Park Street,Commercial,0.00,Furnished,0,0,No Balcony,0,0,0,0,3000,West Bengal,Built-up Area
Kolkata,New Town,Commercial,0.00,Furnished,0,0,Individual,0,0,0,2,1600,West Bengal,Built-up Area
Kolkata,Khidirpur,Commercial,0.00,Furnished,0,0,No Balcony,0,0,0,0,600,West Bengal,Built-up Area
Kolkata,Bbd Bag,Commercial,0.00,Furnished,0,0,Individual,0,0,0,2,321,West Bengal,Built-up Area
Kolkata,Uniworld City,Residential,16500000.00,Semi-Furnished,4,3,"Connected,Individual,Room-attached",0,0,0,1,2200,West Bengal,Built-up Area
Kolkata,Lake Town,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,3,8000,West Bengal,Built-up Area
Kolkata,Netaji Nagar,Residential,4500000.00,Semi-Furnished,3,2,Room-attached,0,0,0,0,1020,West Bengal,Built-up Area
Kolkata,Kalikapur,Residential,5500000.00,Semi-Furnished,3,2,Room-attached,0,0,0,2,1200,West Bengal,Built-up Area
Kolkata,Tollygunge,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,1,375,West Bengal,Built-up Area
Kolkata,New Town,Residential,6000000.00,Unfurnished,2,2,Individual,0,0,0,2,750,West Bengal,Built-up Area
Kolkata,Dhakuria,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,0,8690,West Bengal,Plot Area
Kolkata,New Town,Residential,7128000.00,Semi-Furnished,3,3,Connected,0,0,0,1,1386,West Bengal,Saleable Area
Kolkata,Garia,Residential,2350000.00,Semi-Furnished,1,2,"Connected,Room-attached",0,0,0,0,583,West Bengal,Saleable Area
Kolkata,Bansdroni,Residential,2400000.00,Unfurnished,2,2,Connected,0,0,0,0,700,West Bengal,Built-up Area
Kolkata,Netaji Nagar,Residential,1500000.00,Unfurnished,1,1,Connected,0,0,0,0,420,West Bengal,Built-up Area
Kolkata,New Town,Residential,7500000.00,Unfurnished,3,3,Room-attached,0,0,0,1,1092,West Bengal,Built-up Area
Kolkata,Tangra,Residential,12000000.00,Unfurnished,3,3,Connected,1,1,1,1,1727,West Bengal,Saleable Area
Kolkata,Howrah,Residential,15000000.00,Furnished,2,2,Room-attached,0,0,0,3,1120,West Bengal,Built-up Area
Kolkata,New Town Action Area ii,Residential,8200000.00,Unfurnished,3,2,Room-attached,0,0,0,1,1485,West Bengal,Built-up Area
Kolkata,Golpark,Residential,15500000.00,Unfurnished,3,3,"Connected,Room-attached",1,1,0,1,1878,West Bengal,Saleable Area
Kolkata,New Alipore,Residential,25700000.00,Unfurnished,3,3,Individual,0,0,0,2,1900,West Bengal,Built-up Area
Kolkata,Sodepur,Residential,6500000.00,Unfurnished,3,2,Individual,1,1,1,1,1131,West Bengal,Saleable Area
Kolkata,Salt Lake Sector V,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,2,2409,West Bengal,Built-up Area
Kolkata,New Town Action Area 1,Residential,10000000.00,Unfurnished,3,2,Room-attached,0,0,0,1,1485,West Bengal,Built-up Area
Kolkata,Narayanpur,Residential,3700000.00,Unfurnished,2,2,"Individual,Room-attached",1,1,0,1,531,West Bengal,Built-up Area
Kolkata,New Alipore,Residential,115000000.00,Unfurnished,5,6,"Connected,Room-attached",1,1,1,5,6440,West Bengal,Saleable Area
Kolkata,Sultanpur,Residential,2400000.00,Unfurnished,2,2,Room-attached,0,0,0,0,705,West Bengal,Saleable Area
Kolkata,Purbalok,Residential,7500000.00,Semi-Furnished,3,2,Room-attached,0,0,0,1,1118,West Bengal,Saleable Area
Kolkata,Rajarhat New Town,Residential,13000000.00,Unfurnished,3,3,Individual,1,1,1,1,1310,West Bengal,Saleable Area
Kolkata,Barrackpore,Residential,4000000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,1,965,West Bengal,Built-up Area
Kolkata,Mukundapur,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,2,1600,West Bengal,Built-up Area
Kolkata,Vip Road,Residential,6500000.00,Unfurnished,3,2,Room-attached,1,1,1,1,1115,West Bengal,Saleable Area
Kolkata,Rajarhat New Town,Residential,11000000.00,Furnished,3,2,Connected,0,0,0,1,1830,West Bengal,Built-up Area
Kolkata,Joka,Residential,4900000.00,Semi-Furnished,2,2,Room-attached,1,1,1,1,736,West Bengal,Built-up Area
Kolkata,New Town Action Area 1,Residential,8500000.00,Unfurnished,3,2,Room-attached,0,0,0,1,1250,West Bengal,Built-up Area
Kolkata,Madurdaha Hussainpur,Residential,3900000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,800,West Bengal,Saleable Area
Kolkata,Rajarhat,Residential,4000000.00,Unfurnished,3,3,Individual,0,0,0,2,1226,West Bengal,Built-up Area
Kolkata,Narayanpur,Residential,3400000.00,Unfurnished,2,2,Room-attached,0,1,0,1,530,West Bengal,Built-up Area
Kolkata,Sakher Bazar,Residential,2400000.00,Unfurnished,2,2,Room-attached,0,0,0,0,705,West Bengal,Saleable Area
Kolkata,New Town,Residential,4600000.00,Unfurnished,3,2,Room-attached,0,0,0,1,990,West Bengal,Built-up Area
Kolkata,Mukundapur,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,2,1000,West Bengal,Built-up Area
Kolkata,Chinar Park,Residential,6000000.00,Unfurnished,3,3,Connected,0,0,0,1,1150,West Bengal,Built-up Area
Kolkata,Rajarhat,Residential,8500000.00,Unfurnished,2,2,Individual,0,1,1,1,1053,West Bengal,Saleable Area
Kolkata,Sinthi,Residential,12000000.00,Unfurnished,3,2,Individual,0,0,0,2,1196,West Bengal,Saleable Area
Kolkata,Salt Lake Sector V,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,2,2567,West Bengal,Built-up Area
Kolkata,Vip Road Haldiram,Residential,11377717.00,Unfurnished,3,3,Connected,0,0,0,2,1669,West Bengal,Built-up Area
Kolkata,Rajarhat New Town,Residential,15000000.00,Unfurnished,3,2,Individual,1,1,1,1,1236,West Bengal,Saleable Area
Kolkata,Kaikhali,Residential,8800000.00,Unfurnished,4,4,Room-attached,1,0,0,1,1275,West Bengal,Built-up Area
Kolkata,Joka,Residential,11377717.00,Unfurnished,3,3,Connected,0,0,0,0,1440,West Bengal,Plot Area
Kolkata,Garia,Residential,8500000.00,Unfurnished,2,2,Room-attached,1,1,1,1,5880,West Bengal,Saleable Area
Kolkata,Picnic Garden,Residential,3650000.00,Unfurnished,2,2,Connected,0,0,0,0,730,West Bengal,Built-up Area
Kolkata,Rajarhat,Residential,42500000.00,Unfurnished,3,3,"Connected,Room-attached",1,1,1,2,3029,West Bengal,Saleable Area
Kolkata,Topsia,Residential,3400000.00,Unfurnished,2,1,Individual,0,1,0,1,730,West Bengal,Saleable Area
Kolkata,Kaikhali,Residential,8900000.00,Unfurnished,4,3,"Individual,Room-attached",0,0,0,1,1300,West Bengal,Built-up Area
Kolkata,Camac st,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,1,1700,West Bengal,Built-up Area
Kolkata,Ajc Bose Road,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,1,1050,West Bengal,Built-up Area
Kolkata,Em Bypass,Residential,5000000.00,Semi-Furnished,2,2,Room-attached,1,1,1,1,836,West Bengal,Saleable Area
Kolkata,Shakespeare Sarani,Commercial,0.00,Unfurnished,0,0,Individual,0,0,0,2,1200,West Bengal,Built-up Area
Kolkata,Ballygunge,Residential,16000000.00,Furnished,2,2,Connected,0,0,0,1,1250,West Bengal,Saleable Area
Kolkata,Jheel Road,Residential,5900000.00,Unfurnished,2,2,Room-attached,0,0,0,1,750,West Bengal,Built-up Area
Kolkata,Serampore,Residential,5100000.00,Unfurnished,3,2,Room-attached,0,0,0,1,1039,West Bengal,Saleable Area
Kolkata,Kalyani,Residential,2700000.00,Unfurnished,3,3,Connected,0,0,0,0,2160,West Bengal,Plot Area
Kolkata,Shri Nagar,Residential,4300000.00,Unfurnished,3,2,Connected,0,0,0,1,950,West Bengal,Built-up Area
Kolkata,Phoolbagan,Residential,6500000.00,Unfurnished,3,2,Room-attached,0,0,0,2,1280,West Bengal,Built-up Area
Kolkata,Phoolbagan,Residential,7500000.00,Unfurnished,2,2,"Individual,Room-attached",0,0,0,1,1100,West Bengal,Built-up Area
Kolkata,Regent Park,Residential,3300000.00,Semi-Furnished,2,2,"Connected,Room-attached",0,0,0,0,1600,West Bengal,Saleable Area
Kolkata,Howrah,Residential,15000000.00,Furnished,2,2,Room-attached,0,0,0,3,1123,West Bengal,Built-up Area
Kolkata,Parnasree Pally,Residential,4700000.00,Semi-Furnished,2,2,Room-attached,0,0,0,0,1100,West Bengal,Built-up Area
Kolkata,Rajarhat,Residential,1500000.00,Unfurnished,3,3,Connected,1,1,1,0,8690,West Bengal,Plot Area
Kolkata,Narendrapur,Residential,20000000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,1440,West Bengal,Built-up Area
Kolkata,Jyangra,Residential,11000000.00,Unfurnished,3,3,Connected,0,0,0,0,1350,West Bengal,Built-up Area
Kolkata,Lake Town,Residential,40500000.00,Semi-Furnished,6,4,Individual,0,0,0,1,3500,West Bengal,Built-up Area
Kolkata,Madurdaha Hussainpur,Residential,4200000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,800,West Bengal,Saleable Area
Kolkata,Arjunpur,Residential,8000000.00,Unfurnished,4,4,Individual,0,0,0,0,2000,West Bengal,Built-up Area
Kolkata,Kasba,Commercial,0.00,Furnished,0,0,No Balcony,0,0,0,2,300,West Bengal,Built-up Area
Kolkata,Ballygunge,Residential,11377717.00,Unfurnished,3,3,Connected,0,0,0,0,1800,West Bengal,Built-up Area
Kolkata,Dhakuria,Residential,5200000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,1100,West Bengal,Built-up Area
Kolkata,Beniapukur,Residential,55000000.00,Unfurnished,6,5,"Connected,Individual",0,0,0,3,12000,West Bengal,Saleable Area
Kolkata,Garia,Residential,2700000.00,Unfurnished,1,1,Room-attached,0,1,1,0,583,West Bengal,Built-up Area
Kolkata,Kasba,Residential,3000000.00,Unfurnished,1,1,Room-attached,0,0,0,0,644,West Bengal,Built-up Area
Kolkata,Park Circus,Residential,60000000.00,Unfurnished,6,5,Individual,0,0,1,4,12000,West Bengal,Carpet Area
Kolkata,South End Park,Residential,6700000.00,Semi-Furnished,3,4,Individual,0,0,0,2,1550,West Bengal,Built-up Area
Kolkata,Amtala,Residential,5000000.00,Unfurnished,3,2,Connected,0,0,0,1,1440,West Bengal,Built-up Area
Kolkata,Kolkatta Gpo,Residential,4900000.00,Unfurnished,1,1,Room-attached,0,1,0,1,637,West Bengal,Built-up Area
Kolkata,Shakespeare Sarani,Residential,4000000.00,Unfurnished,3,3,Connected,0,0,0,1,1500,West Bengal,Built-up Area
Kolkata,Amtala,Residential,4500000.00,Unfurnished,3,2,Room-attached,1,0,1,1,1200,West Bengal,Saleable Area
Kolkata,Dhakuria,Residential,7500000.00,Semi-Furnished,4,2,"Connected,Individual",0,0,0,1,1500,West Bengal,Built-up Area
Kolkata,Purba Barisha,Residential,7500000.00,Furnished,2,2,Connected,0,0,0,3,1652,West Bengal,Built-up Area
Kolkata,Jadavpur,Residential,10000000.00,Furnished,5,3,"Connected,Room-attached",0,0,0,2,2900,West Bengal,Built-up Area
Kolkata,Rabindra Sarovar,Residential,6200000.00,Semi-Furnished,5,2,Connected,0,0,0,0,2000,West Bengal,Built-up Area
Kolkata,Amtala,Residential,3500000.00,Unfurnished,4,4,Individual,0,1,1,2,1080,West Bengal,Built-up Area
Kolkata,Diamond Harbour Road,Residential,1800000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,2,1800000,West Bengal,Built-up Area
Kolkata,Agarpara,Residential,4000000.00,Semi-Furnished,3,2,Connected,0,0,0,1,2160,West Bengal,Built-up Area
Kolkata,Serampore,Residential,2400000.00,Unfurnished,1,2,Connected,1,1,1,0,540,West Bengal,Saleable Area
Kolkata,Dover Lane,Residential,32000000.00,Furnished,6,5,"Connected,Individual,Room-attached",0,0,0,5,1800,West Bengal,Built-up Area
Kolkata,Ganguly Bagan,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,0,160,West Bengal,Built-up Area
Kolkata,Dum Dum Road,Residential,4600000.00,Unfurnished,5,4,Individual,0,0,0,1,2100,West Bengal,Built-up Area
Kolkata,New Town Action Area ii,Residential,6500000.00,Unfurnished,3,2,Connected,0,0,0,1,1205,West Bengal,Built-up Area
Kolkata,Ripon Street,Residential,17000000.00,Furnished,4,5,Connected,0,0,0,2,3000,West Bengal,Saleable Area
Lucknow,Faizabad Road,Residential,3635000.00,Semi-Furnished,3,2,"Connected,Individual",0,0,0,2,1144,Uttar Pradesh,Built-up Area
Lucknow,Kalli Paschim,Residential,10300000.00,Semi-Furnished,3,2,Connected,0,0,0,3,1450,Uttar Pradesh,Saleable Area
Lucknow,Gomti Nagar,Residential,9800000.00,Semi-Furnished,2,2,"Connected,Individual,Room-attached",0,0,0,1,1450,Uttar Pradesh,Saleable Area
Lucknow,Kalli Paschim,Residential,10400000.00,Semi-Furnished,3,2,Connected,0,0,0,3,1469,Uttar Pradesh,Saleable Area
Lucknow,Vrindavan Yojna,Residential,11600000.00,Unfurnished,3,3,"Individual,Room-attached",1,1,1,1,1781,Uttar Pradesh,Saleable Area
Lucknow,Gomti Nagar,Residential,25500000.00,Furnished,4,4,"Connected,Individual,Room-attached",0,0,0,1,3600,Uttar Pradesh,Built-up Area
Lucknow,Gomti Nagar,Residential,15500000.00,Semi-Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,4,1900,Uttar Pradesh,Saleable Area
Lucknow,Jankipuram,Residential,2200000.00,Unfurnished,2,2,Room-attached,0,0,1,1,700,Uttar Pradesh,Built-up Area
Lucknow,Aminabad,Residential,13000000.00,Furnished,1,1,Room-attached,0,0,0,2,2000,Uttar Pradesh,Built-up Area
Lucknow,Chinhat,Residential,7000000.00,Semi-Furnished,2,2,Room-attached,0,0,0,2,1275,Uttar Pradesh,Built-up Area
Lucknow,Banthra Sikander Pur,Residential,1350000.00,Unfurnished,2,3,Room-attached,0,0,0,0,1100,Uttar Pradesh,Plot Area
Lucknow,Nijampur Malhaur,Residential,2200000.00,Unfurnished,2,3,Room-attached,0,0,1,0,850,Uttar Pradesh,Plot Area
Lucknow,Sushant Golf City,Residential,33300000.00,Unfurnished,4,5,Room-attached,1,1,1,2,4599,Uttar Pradesh,Saleable Area
Lucknow,Gomti Nagar,Residential,6500000.00,Semi-Furnished,3,3,Room-attached,0,0,0,2,1000,Uttar Pradesh,Plot Area
Lucknow,Arjunganj,Residential,12500000.00,Semi-Furnished,4,3,Individual,0,0,0,2,3200,Uttar Pradesh,Built-up Area
